ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
464030,0,0,18,0,3,1,0,4,D
463220,0,1,46,0,1,0,1,3,B
465237,0,1,68,1,2,3,3,2,D
467564,0,1,72,1,4,0,1,2,B
465113,0,1,66,1,2,1,3,2,C
459516,1,1,63,1,4,3,1,2,C
465965,1,1,41,0,8,8,0,2,A
460907,0,1,82,0,2,1,3,3,A
467314,0,1,43,0,4,0,1,2,C
459951,0,1,53,1,4,0,0,1,A
467295,0,0,29,0,0,0,0,3,C
466212,1,1,53,1,4,0,1,3,C
463533,1,1,87,1,4,1,3,2,C
467890,0,1,62,1,3,0,1,4,B
467541,0,1,43,1,4,1,3,3,A
460183,0,0,36,0,3,8,0,2,D
463634,1,0,30,1,6,0,0,3,A
463100,1,0,37,0,7,8,0,1,D
460550,1,1,59,1,4,0,1,4,C
465867,1,1,35,1,4,8,3,5,B
462964,0,1,39,0,4,7,1,3,C
466685,1,0,19,0,0,0,0,5,D
460719,1,1,75,1,2,1,0,2,D
463005,1,1,40,1,7,10,1,2,B
466377,0,1,62,1,8,8,1,2,C
464796,0,1,43,0,8,3,3,4,A
460682,0,1,43,0,4,6,0,2,B
459744,0,1,29,1,4,9,1,2,B
460084,1,0,27,1,0,1,0,2,D
461119,1,0,23,0,0,6,0,3,D
463441,0,1,42,1,4,8,3,4,C
466971,0,0,65,1,5,9,0,3,D
463208,0,1,57,1,5,1,1,5,C
467877,1,1,46,1,4,0,1,2,C
464471,0,1,30,1,6,0,0,3,D
467360,0,1,51,1,4,0,1,4,B
461576,0,1,39,1,4,10,0,2,C
461966,1,0,41,1,4,1,0,1,C
463398,0,0,29,0,8,9,0,4,C
466096,0,1,76,1,2,0,0,2,B
464433,0,0,33,1,4,3,0,2,A
461082,0,0,23,0,0,8,0,4,D
465942,1,1,33,1,8,8,3,2,D
464354,1,0,43,1,1,3,0,2,A
464252,0,1,35,1,4,1,1,4,C
463463,0,1,32,0,6,0,0,2,A
465592,0,1,65,1,3,1,0,1,B
462214,0,1,49,0,6,1,0,2,D
466707,1,1,48,1,7,1,0,4,B
459956,1,1,39,1,0,8,1,2,D
460847,0,0,27,1,4,1,0,3,A
463222,1,0,36,1,0,2,0,2,A
462816,0,1,76,0,3,0,0,1,D
461979,0,1,35,1,4,9,1,2,C
467170,0,1,35,1,4,8,0,4,A
462609,1,1,48,0,6,4,0,1,D
466332,0,0,23,0,0,0,0,3,D
459594,1,1,42,1,4,5,0,1,A
464147,0,1,41,1,4,0,3,3,C
463007,0,1,29,0,5,3,3,3,D
464119,0,1,36,1,4,0,1,2,C
463310,0,1,60,1,3,0,0,2,A
465706,1,1,46,1,4,1,1,3,C
459826,1,0,31,0,8,3,0,1,C
466174,1,0,20,0,0,8,0,4,D
463596,1,0,31,0,0,0,0,4,C
465455,0,0,26,0,6,0,0,2,D
462867,0,1,28,0,4,1,0,2,A
459140,1,0,18,0,0,7,0,6,D
464295,1,0,30,0,0,7,0,6,C
460067,1,0,39,1,3,11,0,1,A
467222,0,1,74,1,3,1,1,2,A
461482,1,0,52,1,4,9,0,1,C
462514,0,0,25,1,0,3,0,2,D
459796,0,1,66,1,4,3,1,3,C
463722,0,1,55,1,5,9,3,2,C
462278,0,0,31,1,0,0,0,4,C
463799,1,0,41,1,4,0,0,4,B
464259,0,1,59,1,4,1,1,4,B
467159,1,1,39,1,7,8,3,2,D
460669,0,1,48,1,5,0,0,2,B
462003,0,1,79,0,2,9,0,3,D
461216,1,0,43,0,8,3,0,2,A
464298,0,0,26,0,6,1,0,1,A
465039,1,1,88,0,2,0,3,2,B
467973,1,1,66,1,1,0,1,3,A
467731,0,1,56,1,4,3,1,4,C
461721,0,0,26,1,3,7,0,5,D
463166,1,0,41,1,4,1,0,1,A
465944,1,1,36,0,1,4,3,3,A
461061,1,0,38,1,1,3,0,1,B
463010,0,1,81,0,5,0,0,1,D
464756,1,0,25,0,1,5,0,3,B
467366,0,0,42,1,4,3,0,1,A
464006,0,0,32,0,0,0,0,5,B
461206,0,0,28,1,0,9,0,1,D
466216,0,0,29,0,3,1,0,4,A
463690,1,0,28,0,0,7,0,4,D
465929,0,0,26,1,0,8,0,5,D
461736,0,1,47,1,3,1,1,4,C
460402,1,1,50,1,6,1,0,2,A
467367,0,1,70,1,2,1,0,2,B
464770,1,0,38,0,1,3,0,1,A
464918,0,0,39,0,4,1,0,1,D
461639,0,1,60,1,4,0,1,2,A
464254,0,1,63,1,3,0,1,3,C
462579,1,1,68,0,2,1,0,2,B
466976,0,1,47,1,4,0,0,1,B
467079,0,1,40,1,4,1,0,2,B
467724,0,1,46,0,4,1,3,3,B
459792,0,1,42,1,4,6,0,3,A
464789,1,1,48,1,4,0,1,5,B
467143,1,0,53,0,2,1,0,3,D
464370,0,1,65,1,3,0,1,2,B
459415,0,0,26,0,6,0,0,4,A
459387,0,0,35,1,6,0,0,1,D
467895,1,0,27,1,0,0,0,4,C
459838,1,1,86,0,2,0,3,2,C
463695,1,0,30,1,6,1,0,4,A
464512,0,1,43,0,5,8,0,3,A
467419,1,1,38,1,4,4,0,1,B
462511,1,1,66,1,2,1,3,2,C
464124,1,1,74,1,6,1,0,2,B
459638,0,0,25,1,0,3,0,2,D
466194,0,1,89,0,2,0,0,1,A
461807,0,0,30,1,6,10,0,4,D
460456,0,1,33,0,5,0,3,5,D
462932,1,1,37,1,7,3,3,3,A
461297,0,1,69,0,2,0,3,2,C
464430,1,1,51,1,1,6,1,2,C
459416,0,0,19,0,4,10,0,3,A
464743,0,1,45,1,3,0,1,2,B
466276,1,0,32,0,6,0,0,5,D
467829,1,0,22,0,6,3,0,4,D
463813,1,0,26,0,1,1,0,6,A
461733,1,1,43,1,4,0,3,3,B
466925,0,0,19,0,0,7,0,2,D
467846,0,1,48,1,4,1,1,3,C
459596,1,1,61,1,6,1,1,2,B
460597,1,0,20,0,8,1,0,2,D
467788,0,0,22,0,0,0,0,4,D
467966,1,0,31,1,3,9,0,3,D
464503,0,0,25,1,4,9,0,3,A
460242,0,1,41,1,0,8,0,3,C
467014,0,1,36,1,5,9,3,3,C
466637,0,1,48,1,4,1,3,5,C
462553,0,0,27,0,4,1,0,1,B
459287,0,0,35,1,2,1,0,1,D
464074,1,1,39,1,6,0,1,3,C
463734,0,1,38,0,5,0,1,3,A
466575,1,1,57,1,4,7,1,3,C
459193,0,0,38,1,4,1,0,1,A
462143,0,1,80,0,4,1,0,2,A
467700,0,1,57,1,3,3,1,2,C
467140,0,1,61,1,3,9,1,2,C
463356,0,0,29,1,0,5,0,4,D
466797,1,0,23,0,0,1,0,4,D
459234,1,1,83,0,2,1,0,1,D
460442,0,1,37,1,3,0,1,3,B
463901,0,1,35,0,4,0,0,6,C
465494,0,1,41,1,6,9,1,2,B
461552,1,1,38,1,4,3,1,2,B
459239,0,1,81,0,3,1,0,1,A
466379,1,1,58,1,7,2,0,1,C
464759,1,0,38,0,1,8,0,1,A
461994,0,1,18,0,6,10,0,2,D
461802,0,0,37,1,4,1,0,4,B
462527,0,1,43,0,4,4,1,2,C
461800,1,0,36,1,6,4,0,1,B
460933,1,1,76,1,2,0,3,2,A
460189,0,0,33,0,3,14,0,1,D
459031,0,1,43,0,5,1,3,5,B
464673,0,1,47,0,5,1,3,7,D
459101,0,1,81,0,2,8,0,2,B
460136,0,0,27,1,4,10,0,3,D
460973,0,0,29,0,3,1,0,5,D
460187,1,0,38,1,6,4,0,3,A
460679,1,0,19,1,0,9,0,4,D
459700,0,1,37,1,5,0,1,5,B
464787,0,0,47,0,3,1,0,1,A
467201,1,0,33,1,1,3,0,5,D
462614,0,1,51,0,3,1,1,5,D
460813,1,1,86,0,2,1,3,2,A
462698,1,1,56,1,3,1,1,2,A
463344,0,1,59,1,4,3,1,2,B
463633,0,1,33,1,6,0,1,2,B
466278,1,0,31,0,8,0,0,2,A
464964,1,1,71,0,4,3,3,2,B
462317,1,0,32,0,3,3,0,6,D
467353,0,1,26,0,4,3,0,2,A
464169,0,1,89,0,2,1,3,2,D
464553,0,1,70,1,4,1,0,2,B
463518,0,1,30,0,5,5,3,4,A
459711,0,1,37,0,5,9,3,6,D
460788,1,0,30,1,6,0,0,9,A
459392,1,0,23,0,6,0,0,3,C
467887,1,0,42,1,4,0,0,2,B
467743,0,1,48,0,5,1,3,4,B
460368,0,0,28,1,0,0,0,7,C
463126,1,1,65,1,4,3,1,2,C
467046,1,0,28,0,6,0,0,5,A
463099,0,1,85,1,2,3,0,1,B
462439,0,0,18,0,0,1,0,4,D
464182,0,1,35,1,4,4,1,2,C
464810,1,0,27,0,1,1,0,1,A
464234,0,1,68,1,3,0,0,3,A
464683,0,1,52,0,1,0,1,6,B
463349,0,0,20,0,0,5,0,5,D
465866,0,1,35,1,4,7,0,3,D
465261,1,0,21,1,0,0,0,4,D
459780,1,0,42,0,3,1,0,3,A
462031,1,1,50,1,4,0,1,2,C
464933,0,0,25,0,8,0,0,1,D
463941,1,0,32,0,4,1,0,6,D
466842,0,0,19,0,0,8,0,5,D
459014,0,0,22,0,0,0,0,4,D
462420,0,0,27,1,0,1,0,3,C
465250,0,0,22,0,0,0,0,4,D
466513,1,1,55,1,4,1,1,3,B
461791,1,0,22,0,2,8,0,1,D
467160,0,1,40,0,8,0,1,2,A
464586,1,0,46,1,4,1,0,1,B
461391,0,1,65,1,3,3,0,3,C
466658,1,0,18,0,0,0,0,4,D
459728,1,1,53,1,4,2,1,4,C
464618,0,1,35,1,4,5,0,1,B
462219,0,1,59,0,5,0,0,5,B
467553,1,0,32,1,0,8,0,3,D
459655,0,1,39,1,4,1,1,3,B
462182,0,1,88,0,4,7,0,1,D
459119,0,1,61,1,5,9,3,3,C
460721,0,0,21,0,0,1,0,4,D
459517,0,0,31,1,0,1,0,4,D
461441,0,1,58,1,4,1,1,4,C
465390,1,0,27,1,8,3,0,3,D
466160,1,1,51,1,1,1,1,2,C
463842,1,1,48,1,1,0,3,4,B
465902,0,0,25,1,5,3,0,3,D
467034,0,1,89,0,5,0,3,2,A
466247,1,1,51,1,4,0,0,4,C
465747,1,0,40,1,4,6,0,1,C
464203,0,0,56,1,4,2,0,1,B
462373,0,1,36,1,3,9,3,3,B
465364,1,0,38,1,6,5,0,5,A
464280,0,1,47,1,3,1,0,4,C
460993,0,1,61,1,4,1,1,4,C
464227,0,1,89,1,2,0,3,2,C
461141,0,1,55,0,7,2,0,1,A
465297,0,1,88,0,8,3,3,3,A
467282,1,1,43,1,4,4,1,2,A
459790,0,0,28,0,6,10,0,3,C
464670,0,1,42,0,3,0,1,4,B
462093,0,0,33,1,4,1,0,2,D
459398,1,1,60,0,2,3,3,2,C
461136,0,0,59,1,4,1,0,1,B
461379,0,0,31,1,0,0,0,2,D
461956,1,0,31,1,4,2,0,2,A
460283,0,1,43,1,6,14,0,2,A
460337,1,0,42,1,8,10,0,3,D
463275,0,1,29,0,3,7,1,2,D
461234,1,0,53,1,4,3,0,2,A
466861,1,0,21,0,0,8,0,7,D
463177,0,0,41,1,3,7,0,2,D
461874,0,1,48,1,6,0,1,3,A
462506,0,0,31,0,0,1,0,4,C
466868,0,0,26,1,6,4,0,3,A
461253,1,0,18,0,0,0,0,5,D
460466,1,0,19,0,0,8,0,2,D
461830,0,1,42,1,5,1,3,3,C
464748,1,1,52,0,1,9,1,5,B
461904,1,1,50,1,4,4,1,2,C
466737,0,0,33,0,3,1,0,2,D
459153,1,1,75,1,8,0,3,2,B
467562,0,1,71,1,5,0,3,3,A
465168,1,1,59,0,3,8,1,2,B
459162,1,1,85,1,2,0,3,2,A
462831,0,1,29,0,5,1,3,3,D
465576,0,1,43,0,5,4,1,5,A
464474,1,0,52,1,4,1,0,1,A
460566,0,1,36,1,7,3,1,2,C
465169,1,0,59,1,6,0,0,4,B
460235,1,0,23,0,0,1,0,3,D
462580,1,0,39,1,4,0,0,1,B
467313,0,1,39,1,3,1,1,2,B
460400,1,1,46,1,3,5,0,2,A
463406,0,0,33,0,8,0,0,4,C
459135,0,1,53,1,5,0,3,4,C
465862,1,1,50,1,4,8,1,1,A
462972,1,1,62,1,4,1,0,1,B
466284,0,1,46,1,4,1,1,5,C
464410,0,1,40,1,4,0,1,2,C
466005,0,0,62,1,3,1,0,4,C
460821,1,0,31,1,0,3,0,2,D
459206,1,0,25,0,4,1,0,3,C
467571,0,0,23,0,8,0,0,2,C
461156,0,0,22,0,8,3,0,6,D
465515,1,1,47,1,4,1,3,6,B
460883,0,1,68,1,4,0,3,2,B
465380,0,0,25,0,3,5,0,2,D
467435,1,0,30,0,4,0,0,2,C
461218,0,1,27,0,5,0,0,6,D
467186,0,1,38,1,3,2,1,3,B
459827,1,0,33,0,8,3,0,1,C
461859,1,1,46,0,4,5,0,5,C
467821,1,1,37,1,4,1,0,2,C
462525,1,1,41,1,4,0,1,2,C
462787,1,0,29,0,4,1,0,1,A
459055,1,0,19,0,3,1,0,5,D
462605,0,1,82,0,5,1,3,2,D
461252,1,1,48,1,6,1,0,1,D
464340,0,1,67,1,4,1,3,2,B
461872,1,1,77,1,2,0,3,2,B
459746,0,1,56,1,4,1,1,2,B
466274,0,1,69,1,5,0,0,2,A
467499,0,1,40,1,4,3,0,3,C
467423,0,1,61,1,4,0,0,1,B
463865,0,1,46,1,4,0,1,5,B
467504,1,1,31,0,6,1,0,4,D
458984,0,1,39,1,4,0,1,3,C
459142,1,1,89,1,4,0,3,3,C
462993,0,1,30,0,4,3,1,3,B
467947,1,1,59,1,4,1,1,4,C
466389,1,1,47,1,1,0,1,2,A
460632,1,0,22,0,0,0,0,3,D
465626,1,0,42,1,4,7,0,3,C
461768,0,1,69,1,4,0,3,2,C
462242,1,0,30,1,3,0,0,5,D
466949,0,1,39,0,5,12,3,7,B
465479,0,0,27,0,4,1,0,1,D
464845,0,1,30,0,1,1,1,3,A
465066,0,1,47,1,5,7,3,4,C
466817,1,1,81,0,2,0,3,2,B
466436,0,1,42,0,6,0,1,3,B
467974,1,0,43,1,4,1,0,1,B
460341,1,0,31,0,3,11,0,5,D
467463,1,1,39,1,4,8,1,3,B
466235,1,1,57,1,4,0,1,4,C
459371,0,1,35,1,8,3,0,2,A
460233,0,0,43,1,6,0,0,2,D
466094,1,0,31,0,0,0,0,3,B
461451,1,0,28,1,1,1,0,6,A
460473,0,1,58,1,4,0,1,2,B
461786,0,1,71,1,2,0,3,2,C
466745,1,1,36,1,7,0,1,2,B
460124,1,0,43,1,4,1,0,3,A
459910,0,1,69,1,4,1,0,2,B
464082,0,1,77,1,2,0,0,1,A
461487,0,1,50,1,4,1,1,4,C
465188,1,1,50,1,4,1,1,4,B
467255,1,0,40,1,0,6,0,2,D
466993,1,1,43,1,1,9,1,2,C
467151,0,0,37,0,3,3,0,1,D
467480,0,1,35,1,4,3,1,2,D
464403,1,1,65,1,2,0,3,3,C
461518,1,1,46,1,4,0,1,4,B
464848,0,1,35,0,3,1,1,4,B
460715,1,1,86,0,2,0,3,2,A
466963,0,0,63,0,3,7,0,1,A
466508,1,1,40,1,4,9,1,5,B
460125,1,1,55,1,4,10,0,1,B
462325,0,0,37,1,0,1,0,4,B
461537,0,0,31,1,4,0,0,1,B
461679,0,0,28,1,0,4,0,4,D
463559,1,1,48,1,1,1,3,3,B
464330,0,0,38,1,4,3,0,2,A
467018,0,1,57,1,4,1,1,5,C
463160,1,0,48,0,3,3,0,1,B
467736,1,1,79,1,2,4,3,2,B
466104,0,1,81,1,2,1,0,1,B
467825,1,0,21,0,8,1,0,8,C
466599,1,0,33,1,0,1,0,2,C
466724,0,0,38,1,4,0,0,2,B
463062,1,1,37,1,4,3,1,3,B
467881,1,0,33,1,4,10,0,1,A
462578,0,1,38,1,4,8,1,2,B
459177,1,1,39,1,4,1,1,4,A
459232,1,1,59,1,4,0,3,2,C
459302,1,1,57,1,4,3,1,4,C
467019,0,1,80,1,2,1,0,1,C
462122,0,1,42,0,3,6,0,3,B
459776,0,1,75,1,2,2,0,1,D
466074,1,0,29,0,1,9,0,2,A
461528,1,0,33,1,1,1,0,2,A
464375,1,1,63,1,4,1,0,2,B
460138,0,0,33,1,3,9,0,6,D
460232,0,0,22,0,0,8,0,4,D
464444,0,1,36,1,4,8,1,2,C
467783,1,1,53,1,4,0,1,3,C
460497,0,1,35,1,3,6,0,5,D
465124,1,1,29,1,0,6,1,2,A
464602,1,1,31,1,0,0,0,1,D
465581,0,1,38,1,4,0,0,4,A
462750,0,0,22,0,0,9,0,8,D
461258,1,1,57,1,4,1,1,3,C
464958,1,1,42,0,1,1,1,6,B
462537,0,0,78,1,3,3,0,1,C
462268,1,1,77,1,2,6,3,2,B
460920,0,1,79,1,2,1,3,2,C
463816,0,1,53,1,0,3,3,4,B
461712,1,1,42,1,4,1,0,2,A
461846,1,0,72,1,4,1,0,2,B
464315,0,1,71,0,5,1,1,2,C
467607,1,0,25,0,1,9,0,1,D
459259,0,1,74,1,2,3,3,2,C
465224,0,1,61,1,5,0,0,3,D
463181,0,1,48,1,6,5,1,3,B
467932,1,0,28,0,0,0,0,4,D
466876,1,1,43,1,3,0,1,2,C
463401,1,0,18,0,0,3,0,3,D
464071,0,1,82,1,2,0,3,2,B
464202,0,1,40,1,4,14,0,1,A
467163,0,0,32,0,0,9,0,3,D
463453,0,0,27,1,0,3,0,4,B
466795,0,1,55,1,3,3,1,5,B
461932,1,0,21,0,0,3,0,2,D
467280,1,0,28,0,3,10,0,2,D
463658,0,1,43,1,4,3,1,3,C
460579,1,1,38,0,1,0,1,5,A
462310,0,1,63,1,4,5,1,4,C
460321,0,1,25,1,4,3,1,2,B
464537,0,1,41,1,4,8,1,3,A
463335,0,0,27,1,6,3,0,1,A
467346,0,1,37,1,4,1,1,3,C
466126,1,1,57,0,1,0,0,1,B
464058,0,1,86,1,0,0,0,1,D
462232,0,1,56,0,5,1,3,8,A
463034,1,0,27,1,7,9,0,1,D
459543,0,1,70,0,5,1,3,2,A
459635,1,0,22,0,0,8,0,4,D
464097,0,1,35,1,6,5,3,2,D
466930,0,0,31,0,0,2,0,2,A
463866,0,1,40,1,4,1,1,4,C
465387,1,1,43,1,4,0,0,2,C
463246,1,1,38,0,1,9,0,2,A
459719,0,1,84,1,2,3,0,2,D
462241,1,0,28,0,3,1,0,4,D
462198,1,0,39,0,1,2,0,2,D
463283,1,0,48,1,4,1,0,1,B
466983,1,1,41,1,4,8,1,2,C
462812,1,0,29,0,0,0,0,3,C
462496,0,1,45,0,4,1,1,3,A
461782,1,1,45,1,4,3,3,5,C
460405,1,0,41,1,3,5,0,2,D
460757,1,1,28,0,7,9,3,3,A
467396,0,0,20,1,0,0,0,3,D
466546,1,1,69,1,2,1,3,2,B
459138,0,1,53,1,4,1,1,3,C
464830,0,1,47,1,5,1,1,5,B
459194,1,1,81,1,2,1,3,2,C
465043,0,1,48,1,6,9,1,5,C
461435,1,1,45,1,4,8,1,2,C
462512,1,1,28,0,3,3,1,2,A
467677,0,1,57,0,3,0,3,3,D
464216,0,1,51,1,4,3,3,3,A
463279,0,0,27,0,3,0,0,3,A
460395,1,0,27,1,3,8,0,3,D
462308,0,1,30,1,0,1,3,2,B
461309,1,0,21,0,0,1,0,4,D
459310,0,0,38,1,3,1,0,2,D
459786,0,1,57,0,8,1,3,3,A
467215,1,1,78,1,2,1,3,2,C
460613,1,1,46,1,7,8,1,3,C
461682,0,1,75,0,5,1,3,2,C
466979,1,1,39,1,7,3,0,1,A
467077,0,1,61,1,4,1,1,5,C
465605,1,1,52,1,1,4,0,1,B
463896,1,0,25,0,7,0,0,3,C
463481,1,1,37,1,4,3,1,3,B
463323,0,1,31,1,0,2,0,2,D
464033,1,0,18,0,0,1,0,4,D
467637,0,0,36,1,1,3,0,2,D
465456,1,1,59,1,4,3,3,5,B
467831,0,1,39,1,4,0,1,2,C
466041,1,1,52,1,1,1,0,1,A
464285,1,0,25,1,4,9,0,1,B
465697,1,1,47,0,4,7,0,1,C
465199,0,1,32,1,3,1,0,2,A
466057,1,1,38,0,6,1,1,2,D
467327,0,1,52,1,4,3,1,4,C
460495,0,0,21,0,0,0,0,6,D
466180,0,1,70,0,2,0,0,1,B
467954,0,0,31,0,0,8,0,4,D
467915,1,0,23,0,6,0,0,4,C
464786,0,0,33,0,8,1,0,3,D
462811,0,1,37,1,8,3,3,2,B
459220,1,1,77,1,2,1,3,2,A
461196,1,1,42,1,1,8,0,2,D
465069,0,1,73,1,0,1,1,3,C
464959,1,1,40,1,1,1,1,6,B
460537,1,0,33,1,4,0,0,3,A
461019,0,0,18,0,0,0,0,3,D
467240,1,1,22,0,6,6,3,3,D
460116,1,1,43,1,8,1,0,2,D
466319,1,1,29,0,0,1,0,4,C
465801,0,1,37,1,6,8,0,6,C
461686,0,1,59,1,4,1,0,2,B
459263,1,0,32,0,0,8,0,4,D
460487,1,0,42,0,7,3,0,1,B
462947,1,1,46,1,4,1,0,1,B
463875,0,1,53,1,3,1,0,3,A
459704,0,1,41,1,4,1,1,3,B
467741,0,0,21,0,0,1,0,3,D
464978,0,1,62,0,5,0,3,2,B
465402,0,0,31,0,0,3,0,2,D
465191,1,0,58,1,1,1,0,1,A
459459,0,1,36,1,4,4,0,1,A
467458,1,0,28,1,3,0,0,2,D
459223,1,1,47,1,6,1,1,4,C
465762,1,0,36,0,1,9,0,2,D
466882,0,0,36,1,4,0,0,2,A
463170,1,1,33,1,0,0,0,5,D
462296,1,1,46,1,4,0,3,4,C
466625,0,1,49,1,4,0,1,2,C
462043,0,0,33,0,0,0,0,5,C
466777,1,1,49,1,7,8,1,2,C
459959,0,1,25,1,4,9,0,4,D
462470,0,1,80,1,5,3,0,1,B
460805,0,0,36,1,0,8,0,4,A
460026,0,0,26,0,1,7,0,1,D
463244,1,1,45,0,6,1,0,1,B
463902,1,1,41,1,3,3,1,4,C
462032,1,1,69,1,4,0,0,2,C
467291,0,1,53,1,3,1,1,4,D
467847,0,1,41,1,4,8,3,2,A
462243,0,1,43,0,5,1,0,4,A
466626,1,1,51,1,4,1,1,2,C
464372,0,1,45,1,4,1,1,6,C
465005,0,1,50,1,5,4,3,3,C
466185,0,1,57,1,6,0,1,4,C
462165,0,1,70,1,2,3,3,2,D
464740,1,1,59,0,4,1,0,3,C
467391,0,1,84,1,2,3,0,1,C
463753,1,0,30,1,0,0,0,5,D
460892,0,1,43,1,1,3,1,4,A
459852,0,0,40,1,4,7,0,1,A
460777,0,1,74,0,2,0,0,1,D
463202,0,0,33,0,8,0,0,3,D
466973,1,1,63,1,8,2,0,1,D
460739,0,1,41,1,5,3,3,5,A
459217,1,1,60,0,2,1,1,3,B
462148,0,1,62,1,4,0,1,2,C
462265,0,0,31,1,6,3,0,4,C
460455,1,1,28,1,7,9,1,2,B
462402,1,1,37,0,3,1,1,2,D
459386,0,1,70,0,2,0,3,2,B
461526,0,1,78,0,3,0,0,2,D
466782,0,0,19,0,8,9,0,3,D
461538,1,0,38,1,4,8,0,8,B
460736,0,0,19,0,3,0,0,3,C
459859,1,1,28,0,6,9,0,1,A
466252,1,1,73,0,5,0,0,3,B
462240,0,1,84,0,2,1,3,2,A
466920,0,0,21,0,0,7,0,4,D
466293,0,1,79,0,2,0,3,2,B
466926,0,0,20,0,0,0,0,2,D
464422,0,0,59,0,3,3,0,1,A
461517,0,1,42,1,4,0,1,3,B
466763,0,1,55,1,7,0,0,4,B
460822,0,1,41,1,4,0,0,2,A
460957,0,1,48,1,3,1,0,2,B
466715,0,1,72,1,5,1,3,4,C
459843,0,1,52,0,4,3,1,6,B
459653,1,0,25,1,8,8,0,1,D
460045,0,1,56,1,4,0,0,2,B
464249,0,1,80,0,2,3,3,2,C
467723,0,1,83,0,5,0,0,7,D
459764,0,1,48,1,4,1,1,2,B
466664,1,1,47,1,6,1,1,2,A
464867,1,1,47,1,6,1,1,2,B
459742,1,1,83,0,2,1,3,2,C
463768,1,1,38,0,1,1,0,1,A
465636,0,0,29,1,0,3,0,3,D
467639,0,1,50,1,3,0,1,4,B
464760,1,1,52,0,1,6,1,4,B
464986,0,1,67,0,2,3,3,2,A
462024,0,0,33,1,3,1,0,8,C
464730,0,1,36,0,5,1,3,6,D
465823,0,1,65,0,3,7,1,4,D
465546,1,0,25,0,8,1,0,9,D
460460,0,1,27,0,3,4,0,4,B
467202,0,1,22,0,6,1,0,4,A
467184,0,1,51,0,1,0,1,3,D
465327,1,0,42,1,3,1,0,1,D
459314,0,1,46,1,4,3,1,4,C
466072,1,0,23,0,0,1,0,3,D
466086,0,1,80,1,2,0,3,2,C
459343,1,1,40,1,3,12,0,6,A
459224,1,1,48,1,4,0,1,2,C
465473,1,0,55,1,4,3,0,1,A
466887,0,1,36,1,3,1,0,3,A
463682,0,1,41,1,4,12,1,2,B
460963,1,0,32,1,4,0,0,3,B
467033,0,1,37,1,3,8,1,2,D
463883,0,0,30,0,0,0,0,2,B
466716,1,1,79,1,2,1,0,1,C
464251,0,1,65,1,4,0,1,4,B
463843,0,1,49,1,5,0,3,4,A
461476,0,1,53,1,4,1,1,4,C
467787,0,0,20,0,0,8,0,5,D
463130,1,1,78,0,2,1,3,2,B
467722,0,0,32,1,6,6,0,5,D
465241,0,0,23,0,0,3,0,2,D
460345,1,1,40,1,4,1,1,2,C
463512,1,0,30,0,1,0,0,3,B
466255,0,1,45,1,3,0,0,4,C
463449,0,1,25,0,0,1,1,2,D
459276,1,0,20,0,0,0,0,4,D
460564,1,1,28,1,7,6,1,3,C
463644,1,0,27,1,0,1,0,3,D
466253,0,0,19,0,0,0,0,3,D
463760,1,0,27,0,6,1,0,2,A
461717,1,0,26,1,0,0,0,4,A
462733,0,1,55,0,4,0,1,2,C
466146,1,1,41,0,1,8,1,3,C
461866,0,0,25,0,0,0,0,4,D
459876,1,1,67,1,4,1,1,2,B
463434,1,1,25,0,1,3,1,2,D
461869,0,1,87,1,2,0,0,1,B
461228,0,1,26,0,6,9,0,6,D
462962,1,1,37,1,4,4,0,1,A
465869,0,0,42,1,6,1,0,1,A
464181,1,0,31,1,0,6,0,4,D
459740,1,0,20,0,0,0,0,3,D
463852,0,1,51,1,3,3,3,4,D
462774,1,1,88,1,2,0,0,1,D
464567,0,0,33,1,0,8,0,4,D
459271,1,0,55,1,4,1,0,1,A
460990,0,0,22,0,0,1,0,3,D
463802,1,0,39,1,1,1,0,3,B
466672,0,1,62,1,4,0,0,3,C
462919,1,1,37,0,7,13,1,3,A
463153,1,0,26,1,7,9,0,1,D
460464,0,0,27,1,4,9,0,2,D
461375,0,0,29,1,0,1,0,4,D
467956,1,0,31,1,3,1,0,1,B
467024,0,1,40,1,3,9,1,5,B
461146,0,1,56,1,3,0,0,2,C
462388,1,1,45,1,4,1,3,5,C
460355,1,0,40,1,3,5,0,1,A
461854,0,0,30,1,0,9,0,3,D
458985,0,0,23,0,0,1,0,4,D
466356,0,1,46,1,4,0,0,2,C
460078,1,1,39,1,0,8,3,2,D
464969,1,1,65,0,2,0,3,9,A
461769,0,0,40,1,4,0,0,1,B
465193,0,1,36,0,1,3,1,2,D
463548,1,0,18,0,0,3,0,4,D
467116,0,1,73,1,5,1,3,2,B
462140,1,1,67,0,1,3,1,4,A
461577,1,1,50,1,4,1,1,3,C
460740,0,1,38,1,4,4,1,3,B
466844,0,0,18,0,0,0,0,5,D
466085,0,0,19,0,8,9,0,4,D
460150,0,0,19,0,0,0,0,4,D
467955,1,1,39,1,4,9,0,2,D
463242,1,0,26,0,1,5,0,2,A
466833,0,1,58,1,4,7,0,2,B
460371,1,0,28,1,4,1,0,2,C
465180,1,1,53,1,4,1,1,2,C
461279,0,0,18,0,6,4,0,2,A
459109,0,1,49,1,3,7,1,4,C
467519,0,0,19,0,0,0,0,3,D
461398,0,0,20,0,6,0,0,4,D
467188,0,1,55,1,4,2,0,2,B
